20081216115611AABL5VF	Entertainment & Music;Music;Other - Music	Sapete scrivermi questa canzone?	nonla traduzione, ma le parole:   Great DJ - The Ting Tings   grazie in anticipo...
20090220012920AAtFGqL	Entertainment & Music;Celebrities	Who do I look like celebrity wise?	 http://i486.photobucket.com/albums/rr225...          :l
20090203122153AACDsZU	Entertainment & Music;Polls & Surveys	If you could be a spokesperson.......?	for any product, which would you choose? why?
20090220010142AAqVGCW	Entertainment & Music;Movies	What's the best romance movie?	What's your favorite romance movie?
20090203115903AA2SM3m	Entertainment & Music;Music;Rock and Pop	When are you too old to be emo?	N/A
20090203121748AANo1t6	Entertainment & Music;Horoscopes	Mercur in Gemini vs Mercur in Cancer?	I have Mercur in Gemini, how does that work with a female that has Mercur in Cancer?      Is it ok?
20090220010122AAlk8pW	Entertainment & Music;Music;Rap and Hip-Hop	WHATS THE SONG CALLED WERE THIS GUY'S FRIEND DIES AND HE POURS ALCOHOL ON HIM????	its a Rap & Hip-Hop song and this guy's friend was shot and he poured alcohol on him and i remember there was a piano player and Heaven was in the title or something. I remember some apartment blocks or something.
20090220011317AAcqYRu	Entertainment & Music;Music;Rap and Hip-Hop	WHATS THE SONG CALLED WERE THIS GUY'S FRIEND DIES AND HE POURS ALCOHOL ON HIM????	its a Rap & Hip-Hop song and this guy's friend was shot and he poured alcohol on him and i remember there was a piano player and Heaven was in the title or something. I remember some apartment blocks or something.
20090220005706AADpL6D	Entertainment & Music;Movies	Hey any good movies on Youtube that are broken up in parts?	...like real movies.   Do you know of any good ones? Iron Man was on there but someone took it down.      thanks
20090220011717AAZMECM	Entertainment & Music;Television;Reality Television	Jade, her show on the channel named LIVING?	Are they going to set up a sister channel called Dying to capture her last moments? I am sure that all the OK and Sun reading morons would pay to subscribe for that one!      Your thoughts?
20090220020143AAwtKxf	Entertainment & Music;Music;Other - Music	What is the reason as to why people think screamo music is bad?	ok, i'm not stupid.   i know people say the naive things like   'oh you can't understand what they're saying'   'they're not singing, they're screaming. it's not music.'   'they're all talking about going emo and the devil'   blahblahblah.   i personally think that's a bunch of bs.   yes i am quite the fan of all this brutal music.   i love the devil wears prada   white chapel   suicide silence   i wrestled a bear once   job for a cowboy    stick to your guns   emmure   as blood runs black   mychildren mybride   chiodos    and WAAAAAAY more.   anyways, i think the things that people say aren't    put into alot of thought.   in my opinion, you CAN understand what they're saying, you just have to pay attention and listen to it a few times.    and if you can't understand it, not like that matters because you don't necessarily have to know what they're talking about.   some music like jazz has no talking. so that shouldn't interest a person into the music.   but if you really think that you have to know what they're are talking about, so be it. rap isn't the greatest walk in the park.   there is a bundle of rappers that only talk about sex, hooking up, and smoking. how is that any better?   and as you see i put 'a bundle' not all.   not all screamers talk about the stupid **** like killing themselves or betraying god. the devil wears prada is actually a christian band.   some of them also talk about things like keeping secrets (chelsea smile-Bring Me The Horizon) & everyone makes mistakes, just wash your hands of your badness (tastes like kevin bacon-I Wrestled a Bear Once).   there's so much more to say but i feel no one will read. i dunno why i decided to post this, i guess i'm just venting. i guess to put a question, what would be your chioce as to why you think it's bad?
20090220023039AAK7lHA	Entertainment & Music;Music;Other - Music	Good hardcore or screamo bands?	i listen to hardcore bands such as: this is hell, soldiers, warriors, go it alone. and screamo bands such as: burden of a day, alesana, jamies elsewhere, a day to remember, and like a million others.   the thing here is i want bands that are still fairly underground. still...unknown in some sorts. like i know of so many bands but am only interested in bands that dont have millions of myspace views and is on everyones profiles. thanks! :]
20090220025221AAHgSqX	Entertainment & Music;Polls & Surveys	Is your brain firing on all cylinders today?	N/A
20090220020101AACfX0h	Entertainment & Music;Celebrities	Chris Brown & Rihanna.?	The full TRUE story of what happened.
20090220020146AAArjFP	Entertainment & Music;Music;Rock and Pop	Does anyone kno where 2 download The Fall of Troy - F.C.P.R.E.M.I.X (instrumental)?	this version    http://www.youtube.com/watch?v=sHNsFjiYe... 
20090220013012AAWxe9j	Entertainment & Music;Celebrities	Whats up with the lack of questions about rhianna and chris brown tonight?	Its only been asked 100 times today
20090220022333AAuAKHh	Entertainment & Music;Television;Reality Television	How can I find out Stephen Fowler's home phone and address?	I just saw that episode of Wife Swap and I want to chew him out.
20090220021006AAlHesJ	Entertainment & Music;Celebrities	What do you think of Jade Goody ?	This is just a general question to see how everyone feels about Jade Goody with cervical cancer.   I have heard some people saying that God did this to her because she was soo mean. This isnt what i believe. And it was kinda a bit of a coicendence that she got it just as all the year 8's at school were getting there jabs.   so whats your opinion ? Did she deserve it ?
20090220024140AA4ZvgJ	Entertainment & Music;Television;Reality Television	Celebrity Love Island?	Why did they never do another series?
20090220024311AAW6rnD	Entertainment & Music;Television;Reality Television	Can someone explain the concept/details behind of these two TV shows to me?	The Hills & The City.   Ok, I understand competition reality shows and I understand regular shows with a storyline.   But this is a reality show with a story line, right? because I read everywhere that it's scripted.      So basically, are these people playing themselves in a fake/alternate universe (lol) kind of storyline that has nothing to do with how they really live?   or are these really snippets of their real life that they've allowed to shoot? where does the scripted part come in? I'm just really curious.      Thanks!
20090203120326AAxMoEz	Entertainment & Music;Movies	How about "Scarlet Letter" is it a good movie too?	...........
20090220022429AA9JEfB	Entertainment & Music;Other - Entertainment	How does 'The Secret' work?Does it even work at all?	Calling on people who've read 'The Secret' , and SUCCESSFULLY applied its principles in real life.I'd like you to share your tricks and experiences,please,because I'm having a hard time converting 'thoughts to things'. Do let me know if you've failed as well. thanks in advance.
20090203120240AASLlCx	Entertainment & Music;Horoscopes	How do i go about winning over a libra guy?	N/A
20090203122425AACWHSs	Entertainment & Music;Celebrities	Which of us is prettier?	we just wanna know (:   Please Answer!   Its of me (Leah) and my bestie, Megan Grace!   Megan is on the left and I am on the right.       http://s564.photobucket.com/albums/ss84/... 
20090203122018AA3SCaZ	Entertainment & Music;Television;Comedy	My best friend died whats a good song i can play that will say i miss you?	my best friend died whats a good song i can play that will say i miss you?
20090220015623AAyQsL2	Entertainment & Music;Movies	Is it possible to film things from a TV?	And does it work on any TV or only a flat screen?      PLEASE ANSWER!!!!!?
20090220012220AAAt10g	Entertainment & Music;Music;Rock and Pop	If your playing live music, are there anyways of protecting your hearing with out losing the refined sound?	When you use ear plugs the music turns into more of a muffle, I was wondering if there were anything out there that just blocked the sound out slightly?
20090220022751AAGSvsK	Entertainment & Music;Polls & Surveys	Are you surprised that you're still alive...?	N/A
