20090306090811AASC6YB	Entertainment & Music;Music;Lyrics	Songs You Can Get Angry At?	Need One So Bad
20090107173120AAnErdI	Entertainment & Music;Polls & Surveys	Have you ever gone skinny dipping?	N/A
20090307123246AAB9oyO	Entertainment & Music;Music;Classical	Classical Music Suggestions?	My absolute favorite classical music piece is Moonlight sonata by Beethoven and I was wondering if you could suggest some pieces similar to this one. The kind that is slow and soft and beautiful but also powerful and touching at the same time. :) thanks so much!
20080215010937AAhiWur	Entertainment & Music;Polls & Surveys	Should Y!A Polls & Survey section be for 18 and older?	N/A
20080107002408AAlTigT	Entertainment & Music;Polls & Surveys	If you couldn't bite a neck, what else would you bite?	N/A
20071217062746AAVsNHi	Entertainment & Music;Celebrities	Chi conosce l nome di harry potter?	chi sa il vero nme del attore che fa harry potter ah si come si kiama l ultimo film
20090307131342AANM2Rs	Entertainment & Music;Television;Drama	When does the new series of One Tree Hill start in the UK?	N/A
20090307124020AAwbGzs	Entertainment & Music;Music;R&B & Soul	Help!!! who is this R&B singer?	the video is taken place on the streets where he meets this lady, she askes for the time ... but he doesnt have a watch .. so the video is about him going back and reliving that scene if he did have the time (i think) going from monday through friday ..      its in the 90's
20090307131319AAG7c1g	Entertainment & Music;Music;Rock and Pop	R&P...My Song Of The Day?	It's about time i did this one!    http://www.youtube.com/watch?v=Ia06DeCxh...       MQ.  Mr Tambourine Man,  The Byrds Or Bob Dylan?   BQ.  Anything you want to share?
20090307141359AAOdJDu	Entertainment & Music;Television;Reality Television	Did the guy who sung Hey There Deliah on Tuesday night get voted off American Idol?	I missed the results show but I thought the guy who sung Hey There Deliah (I forget his name) was awesome. Did he make it into the top 13?
20090307132653AAoPfL3	Entertainment & Music;Music;Singing	Do I sing ok?  Or is it really bad?	I know my voice cracks and this wasn't my best singing, but does it sound ok?  Is it completely horrible?  Any suggestions?  I have never had singing lessons and I am 14.  How old do I sound?
20090307132506AAPNSDM	Entertainment & Music;Music;Singing	Do I sing well?  Or is it really bad?	Here is a vid of me singing.  I don't have any training, so please don't be too mean about it.  Thanks!     http://www.youtube.com/watch?v=vYhGPojnE... 
20090307133318AAwrFnw	Entertainment & Music;Television;Comedy	Whats yoour favorite funny uk advert?	whats yours?       EXTRA POINTS IF U ADD A VIDEO FROM YOUTUBE!!!!!!
20090307141415AAhg3ZR	Entertainment & Music;Television;Drama	What's that show with the psychic-ish girl who works with cops?	I saw it a few years ago--this girl has these visions and she works with the FBI to find missing people....? Anyone know?
20080225161752AADG38D	Entertainment & Music;Polls & Surveys	In your opinion what is the greatest virtue or virtues one can have?	And why as well?
20080314114522AASMgUb	Entertainment & Music;Polls & Surveys	What is your favorite food to eat off the grill?	N/A
20090307142343AA8rJF1	Entertainment & Music;Music;R&B & Soul	Ne-yo or Usher ???????????????	music that is, not looks
20090307133524AAYz9P0	Entertainment & Music;Television;Other - Television	Can you imagine Bobby Love, Michelle, Patrice and Christophe joining forces and getting revenge on N.B.B?	A part of what might happen      Rosalina throws balloons at Bobby Love, and they don't scare him anymore.      Michelle aka Vick Steamer   Bobby Love(laughing with a grin):  You silly little girl.
20090307135255AAIRt2U	Entertainment & Music;Television;Comedy	Who watch Heroes???click here!?	I LOVE THIS SHOW..BEST SHOW ON EARTH..THIS SEASON IS REALLY REALLY GOOD..WHAT DO YOU THINK?
20090307142644AAvMIiQ	Entertainment & Music;Music;Blues	Need help with Bb Blues!?	So my director is teaching us on how to make music, like he asked the whole band to play 12 measures of random things, i didn't cause i didn't know what i was doing.      Can anyone help me with this?   And if you can, can you like, link me or give me something to play, and make another of it?
20080202182613AAFjm9V	Entertainment & Music;Polls & Surveys	What was your Opinion on "Cloverfield?"?	I went and saw it with my mom today. It was really weird because the whole movie was like someone was video taping it. i hated that! I never knew what was going on because everything was all shakey. Plus the end really ticked me and my mom off!!! They just died??? What kind of movie was that? We wanted our money back. So anyway, what was your opinion? Do you agree?
20090307113119AAICL2G	Entertainment & Music;Music;Rock and Pop	U2's Sexy Boots sounds so...?	...familiar. The beginning riff/tune.   Anyone know what song I may be thinking of??
20090104055343AAdaHwr	Entertainment & Music;Music;Rock and Pop	What was the last whole album you listened to?	and was it good or bad?   for me was Rise Against - Appeal To Reason   not bad
20090307121947AAGM4k1	Entertainment & Music;Music;Classical	What's that piece of classical music that comes on with the comic relief ad  UK?	N/A
20090307133016AAi8piA	Entertainment & Music;Television;Other - Television	Which dong did Franz Ferdinand just do on Ant And Dec's because i missed what it was called and it was good!?	What was the song Franz Ferdinand just did on Ant And Dec's Saturday Night Takeaway tonight? I thought it was good but i don't know what it was called? : l
20090307125106AAjtbGS	Entertainment & Music;Television;Drama	What played on veronica mars?	it is season 2 and episode 17 plan b. and logan and veronica were at the Sadie Hawkins Dance and there is a song playing in the back ground. can you tell me who sings it and the song name.                         thank u
20090307121109AA50hf3	Entertainment & Music;Television;Reality Television	What have the BB9 UK housemates done since coming out of the house?	Has Jen found her quest for fame? Has Steph managed to keep her moment in the limelight after the Popstars The Rivals fiasco? Has Darnell got a record deal? Has Rachel got parts in films? Has Maysoon got a modelling contract? Is Dale DJing in clubs throughout the country? Is Luke a famous politician?      What has happened to them all?
20090307123339AAZ3kNt	Entertainment & Music;Music;Classical	Can anyone give me info on Jean-Baptiste Accolay / Famous composer?? BESIDES WIkipedia i need more?	N/A
20090307120017AAAYIwx	Entertainment & Music;Television;Drama	Where can I watch Mistresses first episode? season 1X1?	N/A
20090307142623AAigspa	Entertainment & Music;Music;R&B & Soul	What's your favorite song by Sade, Anita Baker, and Jill Scott?	Sade - "Somebody Already Broke My Heart."   Anita Baker - "Good Love."   Jill Scott - "My Love."
20081106124953AAeqIjF	Entertainment & Music;Polls & Surveys	When atheist say OMG, what does the "G" stand for to them?	I know it's not God, they don't believe in one....
20090307134237AAFR8r2	Entertainment & Music;Music;Rap and Hip-Hop	What is the Top 10 most played songs on your iTunes?	Or any other system you use =]   (HIP-HOP ONLY)      I only got iTunes a few weeks ago so they're not the best RHH songs      Mine:-      True - Paul Wall & Chamillionaire; Lil' Flip   Dope Boys - The Game   911 Is A Joke - The Game   Already - DMX   California Soul - Sky Balla; The Game   Brooklyn Go Hard - Jay-Z; Santogold   They Don't Know - Paul Wall; Bun B; Mike Jones   Upgrade U - Beyonce; Jay-Z   Slippin' - DMX   Get Up - 50 Cent
20090307135806AAkdN3y	Entertainment & Music;Music;Rap and Hip-Hop	Can any of you recommend a good RHH song for the rest of us?	This song is sweet:   California Soul - Sky Balla; The Game    http://www.youtube.com/watch?v=Z2AWlFZTO... 
20090307132531AA9mTBr	Entertainment & Music;Music;Rap and Hip-Hop	What did The Game do to Dr. Dre to not like him anymore?	In the song "Doctor's Advocate" the 1st line goes...   "Dre, I didn't mean to turn my back on you, but I'm a man, and sometimes a man do what he gotta do"      What did he do???   & why isn't he talking to Eminem either???
20090307132602AAUweK0	Entertainment & Music;Music;Rock and Pop	What effects did Eddie Hazel use on Maggot Brain?	I'm thinking he used some wah, a fuzz box, and delay.    http://www.youtube.com/watch?v=dh3bleXWa... 
20090307100922AAEAMF1	Entertainment & Music;Music;Rap and Hip-Hop	Brother Lynch Vs Tech N9ne?	Who do you think is better and try to include a link to their works
20090307122356AA7LHis	Entertainment & Music;Television;Other - Television	Does anyone know when exactly Apprentice is comming back?	N/A
20090307125907AAt419u	Entertainment & Music;Television;Drama	Who thinks this tune is......?	who thinks this tune is lovely.....or not     http://www.youtube.com/watch?v=n2xODjbfY... 
20080214235441AAgu4E8	Entertainment & Music;Polls & Surveys	I've been seeing this sign around a lot lately & I'm not sure what it means?	It says: "Come to the Dark Side~We have Cookies"      So where exactly is this "Dark Side" & who do I get the cookies from??
20090307120332AAWxe44	Entertainment & Music;Television;Comedy	What went wrong with the Simpsons?	I do not hate the show. I used to be a big fan when I was younger. However, the years have passed and upon looking at The Simpsons now, I have no regret in saying the show has lost its touch. I am sure many people will agree with me.      But the question is this: what exactly happened over this last decade that resulted in The Simpsons' popularity dropping drastically?
20090307135727AAThaIm	Entertainment & Music;Music;Classical	Can I teach piano for students to pass grades?	I'm 16, and have been playing piano since I was 7. I'm doing my grade 6 at the moment and was wondering if I would be able to teach piano lessons to younger people. I was also wondering if I'd be able to to legally teach pupils to pass grades too, or do I need a degree in music to teach grades?
20090307135603AAPrsFx	Entertainment & Music;Television;Drama	Who was the guy on Band of Brothers who had a strong New York accent and was (I think) some kind of sergeant?	He was always kind of a smart mouth and you could recognize his voice anywhere. Who was he and who played him?
